CustomerID,Churn,Tenure,Gender,HourSpendOnApp,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Gender_encoded,MaritalStatus_encoded
50791,1,0.0,Female,2.0,3,Single,2,0,2.0,2.0,2.0,126.25,0,2
50792,0,19.0,Female,2.0,4,Divorced,3,0,1.0,1.0,8.0,287.89,0,0
50793,0,7.0,Female,2.0,5,Single,1,1,1.0,1.0,2.0,145.38,0,2
50794,0,24.0,Male,2.0,4,Married,5,1,2.0,11.0,10.0,298.47,1,1
50795,0,30.0,Male,3.0,2,Single,7,0,1.0,5.0,4.0,205.12,1,2
50796,0,7.0,Female,2.0,4,Married,5,0,3.0,5.0,10.0,144.44,0,1
50797,0,9.0,Male,2.0,3,Single,1,1,0.0,1.0,2.0,121.54,1,2
50798,0,17.0,Male,3.0,5,Married,2,0,1.0,14.0,13.0,291.9,1,1
50799,0,7.0,Male,2.0,4,Divorced,5,0,0.0,1.0,8.0,144.9,1,0
50800,0,8.0,Male,3.0,3,Divorced,1,1,1.0,2.0,2.0,135.06,1,0
50801,0,15.0,Female,3.0,4,Divorced,7,1,0.0,1.0,0.0,123.72,0,0
50802,0,16.0,Female,2.0,2,Single,4,0,10.0,15.0,17.0,202.31,0,2
50803,0,9.0,Female,2.0,4,Single,10,1,4.0,5.0,12.0,154.1,0,2
50804,1,7.0,Female,3.0,2,Divorced,2,0,0.0,1.0,5.0,179.78,0,0
50805,0,1.0,Male,2.0,2,Divorced,2,1,2.0,2.0,2.0,138.67,1,0
50806,0,24.0,Female,3.0,3,Single,1,0,7.0,7.0,7.0,128.38,0,2
50807,0,3.0,Female,3.0,3,Single,8,1,1.0,1.0,7.0,146.95,0,2
50808,1,0.0,Female,2.0,3,Married,4,1,1.0,7.0,7.0,133.39,0,1
50809,0,9.0,Male,2.0,5,Single,3,0,0.0,1.0,2.0,120.8,1,2
50810,0,9.0,Female,2.0,4,Single,2,0,1.0,2.0,1.0,120.96,0,2
50811,0,5.0,Male,2.0,2,Divorced,2,0,0.0,1.0,8.0,162.09,1,0
50812,0,18.0,Female,2.0,4,Single,4,0,1.0,1.0,0.0,280.61,0,2
50813,0,12.0,Female,3.0,4,Married,7,1,1.0,15.0,2.0,271.23,0,1
50814,0,30.0,Male,2.0,3,Married,2,0,2.0,2.0,2.0,123.72,1,1
50815,1,0.0,Male,3.0,3,Divorced,2,0,1.0,1.0,1.0,148.83,1,0
50816,1,2.0,Male,3.0,5,Single,1,0,0.0,1.0,3.0,139.04,1,2
50817,0,3.0,Female,2.0,2,Divorced,1,0,5.0,6.0,7.0,146.27,0,0
50818,0,9.0,Female,3.0,3,Divorced,4,0,0.0,1.0,7.0,170.94,0,0
50819,0,19.0,Female,2.0,5,Single,7,0,3.0,5.0,7.0,134.23,0,2
50820,0,1.0,Female,2.0,2,Divorced,1,0,7.0,7.0,5.0,166.74,0,0
50821,0,23.0,Female,2.0,5,Divorced,5,1,1.0,1.0,2.0,268.8,0,0
50822,1,3.0,Male,2.0,4,Single,3,1,0.0,1.0,0.0,190.94,1,2
50823,1,15.0,Male,3.0,4,Single,10,1,5.0,7.0,7.0,184.46,1,2
50824,0,3.0,Female,3.0,5,Divorced,2,1,0.0,1.0,3.0,219.16,0,0
50825,0,12.0,Male,2.0,3,Single,1,0,0.0,1.0,7.0,145.34,1,2
50826,0,4.0,Female,2.0,3,Married,2,1,3.0,9.0,6.0,198.52,0,1
50827,0,14.0,Male,2.0,4,Single,2,0,3.0,11.0,9.0,161.51,1,2
50828,1,9.0,Female,2.0,4,Single,2,1,1.0,2.0,2.0,123.02,0,2
50829,1,7.0,Male,2.0,5,Divorced,5,0,1.0,1.0,2.0,123.62,1,0
50830,0,15.0,Male,2.0,3,Divorced,1,1,1.0,2.0,10.0,278.61,1,0
50831,0,28.0,Female,2.0,3,Divorced,5,0,1.0,9.0,11.0,291.87,0,0
50832,0,29.0,Male,2.0,4,Single,7,0,1.0,7.0,7.0,297.17,1,2
50833,0,13.0,Male,3.0,3,Married,10,0,1.0,1.0,0.0,135.44,1,1
50834,0,7.0,Male,2.0,2,Married,1,0,1.0,1.0,6.0,185.0,1,1
50835,0,13.0,Male,3.0,2,Single,2,0,3.0,8.0,8.0,146.61,1,2
50836,0,14.0,Female,3.0,5,Married,1,0,0.0,1.0,7.0,141.03,0,1
50837,0,8.0,Male,2.0,3,Single,2,1,1.0,1.0,1.0,142.49,1,2
50838,0,24.0,Male,2.0,4,Married,2,1,1.0,2.0,10.0,240.26,1,1
50839,0,11.0,Female,2.0,5,Married,4,0,0.0,1.0,7.0,168.93,0,1
50840,0,7.0,Female,3.0,5,Single,2,0,1.0,9.0,6.0,161.25,0,2
50841,0,0.0,Male,3.0,2,Divorced,4,0,1.0,1.0,2.0,136.69,1,0
50842,1,20.0,Female,2.0,5,Divorced,8,1,4.0,5.0,9.0,200.08,0,0
50843,0,13.0,Male,2.0,4,Divorced,4,0,1.0,1.0,3.0,123.87,1,0
50844,0,9.0,Female,2.0,5,Divorced,3,0,5.0,6.0,13.0,146.39,0,0
50845,0,21.0,Male,2.0,2,Single,2,0,1.0,1.0,8.0,178.98,1,2
50846,0,0.0,Female,3.0,2,Divorced,9,0,1.0,1.0,0.0,125.34,0,0
50847,0,24.0,Female,2.0,4,Single,4,0,0.0,1.0,3.0,231.42,0,2
50848,0,9.0,Female,3.0,2,Single,2,0,1.0,1.0,0.0,116.11,0,2
50849,0,8.0,Female,2.0,2,Divorced,1,0,1.0,1.0,0.0,153.63,0,0
50850,0,0.0,Male,2.0,2,Single,4,0,1.0,1.0,0.0,150.71,1,2
50851,1,18.0,Male,2.0,3,Single,7,1,2.0,2.0,8.0,236.95,1,2
50852,0,29.0,Male,3.0,4,Divorced,5,1,11.0,2.0,9.0,234.02,1,0
50853,0,9.0,Female,3.0,3,Married,2,0,1.0,1.0,0.0,120.29,0,1
50854,0,13.0,Female,2.0,3,Married,6,0,5.0,11.0,8.0,163.77,0,1
50855,0,7.0,Male,2.0,3,Divorced,5,0,0.0,7.0,7.0,154.29,1,0
50856,1,0.0,Female,3.0,2,Single,8,0,0.0,1.0,0.0,127.85,0,2
50857,1,0.0,Female,3.0,3,Divorced,1,1,3.0,3.0,2.0,146.14,0,0
50858,0,11.0,Male,2.0,3,Married,2,0,0.0,1.0,3.0,126.1,1,1
50859,0,7.0,Female,3.0,2,Single,2,0,1.0,4.0,11.0,166.87,0,2
50860,0,1.0,Male,2.0,5,Divorced,2,0,1.0,1.0,4.0,147.24,1,0
50861,1,0.0,Male,3.0,3,Divorced,2,1,3.0,6.0,7.0,161.79,1,0
50862,0,12.0,Male,2.0,2,Divorced,4,1,0.0,1.0,4.0,161.2,1,0
50863,0,24.0,Male,2.0,4,Divorced,3,0,0.0,3.0,2.0,205.96,1,0
50864,0,14.0,Female,3.0,2,Married,4,1,0.0,3.0,3.0,154.67,0,1
50865,0,10.0,Male,3.0,3,Divorced,8,1,1.0,1.0,3.0,129.96,1,0
50866,0,6.0,Male,3.0,2,Divorced,7,0,1.0,1.0,2.0,199.98,1,0
50867,0,5.0,Male,2.0,4,Divorced,1,1,0.0,1.0,2.0,140.78,1,0
50868,0,12.0,Male,3.0,3,Divorced,4,0,0.0,1.0,5.0,209.2,1,0
50869,0,0.0,Male,3.0,3,Divorced,3,0,0.0,1.0,2.0,162.32,1,0
50870,0,25.0,Female,2.0,3,Divorced,3,1,0.0,2.0,2.0,232.47,0,0
50871,0,16.0,Female,3.0,3,Single,2,1,1.0,1.0,8.0,140.81,0,2
50872,0,0.0,Female,3.0,2,Divorced,2,1,2.0,4.0,4.0,157.69,0,0
50873,1,0.0,Female,2.0,3,Single,2,1,3.0,7.0,7.0,123.94,0,2
50874,0,0.0,Male,2.0,2,Single,1,0,0.0,1.0,1.0,139.04,1,2
50875,0,15.0,Female,2.0,5,Divorced,1,0,1.0,1.0,9.0,267.99,0,0
50876,0,25.0,Female,3.0,5,Divorced,10,0,1.0,1.0,4.0,129.5,0,0
50877,0,10.0,Female,3.0,3,Single,5,0,0.0,1.0,2.0,136.29,0,2
50878,0,8.0,Male,2.0,2,Single,3,0,0.0,2.0,2.0,193.62,1,2
50879,0,0.0,Male,2.0,2,Divorced,5,0,1.0,1.0,2.0,132.29,1,0
50880,0,0.0,Male,3.0,5,Single,1,0,1.0,1.0,7.0,135.78,1,2
50881,0,2.0,Male,2.0,5,Single,2,0,0.0,1.0,9.0,179.88,1,2
50882,1,0.0,Male,3.0,5,Single,4,0,0.0,1.0,3.0,142.84,1,2
50883,1,0.0,Female,2.0,2,Single,1,1,2.0,7.0,7.0,175.53,0,2
50884,0,27.0,Female,2.0,2,Single,7,0,1.0,12.0,7.0,273.28,0,2
50885,0,30.0,Female,3.0,5,Divorced,4,1,1.0,1.0,5.0,297.01,0,0
50886,0,28.0,Male,2.0,2,Married,3,0,1.0,2.0,0.0,247.32,1,1
50887,0,9.0,Female,2.0,4,Single,4,1,0.0,1.0,1.0,192.78,0,2
50888,1,9.0,Female,2.0,3,Single,2,0,1.0,1.0,0.0,113.59,0,2
50889,0,3.0,Female,3.0,5,Married,8,0,1.0,1.0,2.0,147.79,0,1
50890,0,4.0,Female,3.0,4,Single,4,0,1.0,1.0,0.0,264.22,0,2
50891,0,7.0,Male,3.0,5,Married,6,0,1.0,1.0,3.0,129.96,1,1
50892,1,9.0,Female,2.0,4,Single,2,0,0.0,1.0,0.0,112.61,0,2
50893,0,9.0,Male,3.0,5,Divorced,1,0,1.0,1.0,4.0,120.99,1,0
50894,0,9.0,Male,2.0,2,Single,2,0,1.0,1.0,8.0,158.1,1,2
50895,0,9.0,Female,3.0,5,Divorced,5,0,1.0,1.0,2.0,156.47,0,0
50896,0,20.0,Male,3.0,2,Divorced,8,0,1.0,1.0,2.0,134.2,1,0
50897,1,0.0,Male,3.0,5,Divorced,4,0,1.0,2.0,2.0,144.0,1,0
50898,0,10.0,Male,2.0,3,Single,1,0,1.0,1.0,3.0,135.0,1,2
50899,0,9.0,Female,2.0,5,Divorced,3,0,1.0,1.0,0.0,120.66,0,0
50900,0,20.0,Female,2.0,3,Divorced,4,0,1.0,5.0,6.0,271.69,0,0
50901,0,0.0,Female,2.0,3,Divorced,2,1,1.0,1.0,3.0,141.62,0,0
50902,0,5.0,Male,3.0,2,Divorced,5,0,1.0,1.0,3.0,192.04,1,0
50903,0,7.0,Female,2.0,4,Divorced,6,0,1.0,1.0,2.0,132.94,0,0
50904,0,9.0,Male,2.0,3,Divorced,3,1,1.0,1.0,3.0,121.27,1,0
50905,0,13.0,Male,2.0,3,Married,4,0,1.0,1.0,7.0,139.75,1,1
50906,0,4.0,Male,2.0,2,Married,2,0,2.0,9.0,9.0,207.93,1,1
50907,1,9.0,Male,2.0,1,Married,5,0,0.0,4.0,3.0,200.96,1,1
50908,1,2.0,Female,2.0,5,Single,3,1,0.0,1.0,0.0,136.46,0,2
50909,1,0.0,Female,3.0,4,Single,2,0,3.0,4.0,7.0,174.46,0,2
50910,0,18.0,Male,3.0,5,Married,3,1,0.0,1.0,7.0,208.51,1,1
50911,0,9.0,Female,3.0,4,Single,10,0,0.0,1.0,2.0,121.09,0,2
50912,1,0.0,Male,3.0,1,Divorced,7,1,2.0,2.0,2.0,137.22,1,0
50913,0,18.0,Male,2.0,1,Divorced,5,1,1.0,1.0,2.0,193.8,1,0
50914,0,21.0,Male,3.0,5,Married,5,0,1.0,2.0,2.0,154.86,1,1
50915,1,0.0,Female,3.0,3,Divorced,2,0,1.0,2.0,2.0,127.42,0,0
50916,0,13.0,Male,2.0,4,Married,3,0,1.0,2.0,8.0,237.57,1,1
50917,0,1.0,Male,2.0,5,Single,1,0,1.0,1.0,3.0,184.63,1,2
50918,0,17.0,Male,3.0,3,Single,4,0,0.0,1.0,3.0,131.62,1,2
50919,0,26.0,Male,2.0,4,Single,5,0,1.0,8.0,8.0,265.98,1,2
50920,0,22.0,Male,3.0,3,Divorced,3,0,0.0,1.0,2.0,166.51,1,0
50921,0,13.0,Male,3.0,3,Married,3,0,0.0,1.0,2.0,123.45,1,1
50922,0,17.0,Male,2.0,4,Single,2,0,1.0,1.0,3.0,134.2,1,2
50923,0,6.0,Male,2.0,5,Divorced,1,0,0.0,1.0,3.0,143.73,1,0
50924,0,7.0,Male,2.0,5,Single,4,0,2.0,3.0,12.0,147.59,1,2
50925,0,3.0,Male,3.0,3,Divorced,9,0,0.0,2.0,2.0,153.01,1,0
50926,0,15.0,Female,3.0,1,Single,2,0,4.0,5.0,8.0,136.73,0,2
50927,0,17.0,Female,3.0,3,Divorced,8,0,1.0,1.0,0.0,147.68,0,0
50928,0,9.0,Male,3.0,3,Married,2,0,0.0,1.0,0.0,112.74,1,1
50929,0,50.0,Male,3.0,3,Divorced,1,0,1.0,2.0,8.0,149.0,1,0
50930,0,22.0,Male,2.0,4,Married,4,0,0.0,1.0,7.0,204.66,1,1
50931,0,7.0,Male,3.0,5,Married,8,0,1.0,6.0,9.0,270.07,1,1
50932,1,0.0,Male,3.0,3,Divorced,4,0,1.0,1.0,2.0,129.09,1,0
50933,1,0.0,Female,2.0,4,Single,6,0,0.0,1.0,0.0,157.65,0,2
50934,1,0.0,Female,2.0,4,Single,1,1,2.0,10.0,10.0,145.99,0,2
50935,0,8.0,Male,3.0,3,Divorced,2,0,1.0,1.0,0.0,124.04,1,0
50936,1,0.0,Male,2.0,5,Single,3,1,0.0,1.0,0.0,131.72,1,2
50937,0,9.0,Female,3.0,4,Divorced,2,0,0.0,1.0,0.0,120.33,0,0
50938,0,17.0,Male,2.0,3,Single,6,1,0.0,2.0,2.0,202.09,1,2
50939,0,2.0,Male,3.0,3,Married,2,0,1.0,1.0,4.0,186.2,1,1
50940,0,9.0,Male,2.0,3,Married,1,0,0.0,1.0,3.0,120.64,1,1
50941,0,28.0,Male,1.0,3,Divorced,1,1,0.0,1.0,2.0,140.35,1,0
50942,0,6.0,Female,2.0,4,Divorced,9,0,0.0,1.0,2.0,138.38,0,0
50943,0,20.0,Female,3.0,3,Divorced,4,1,1.0,1.0,2.0,145.91,0,0
50944,1,0.0,Male,2.0,5,Single,8,0,0.0,1.0,0.0,125.61,1,2
50945,0,9.0,Male,3.0,3,Married,2,0,0.0,1.0,0.0,115.63,1,1
50946,0,1.0,Male,2.0,5,Single,1,0,1.0,1.0,3.0,148.98,1,2
50947,0,22.0,Female,2.0,5,Divorced,5,0,1.0,1.0,2.0,147.89,0,0
50948,0,2.0,Female,3.0,4,Divorced,1,0,0.0,1.0,2.0,131.8,0,0
50949,0,1.0,Male,3.0,4,Divorced,2,0,1.0,1.0,7.0,165.49,1,0
50950,0,6.0,Male,3.0,3,Single,3,1,0.0,1.0,0.0,163.88,1,2
50951,0,5.0,Male,0.0,1,Single,3,0,0.0,1.0,3.0,212.44,1,2
50952,0,27.0,Female,2.0,1,Married,4,0,1.0,2.0,12.0,260.32,0,1
50953,1,0.0,Male,3.0,5,Single,7,0,0.0,1.0,7.0,123.62,1,2
50954,0,17.0,Male,2.0,5,Divorced,4,0,1.0,14.0,17.0,263.28,1,0
50955,0,12.0,Female,2.0,4,Single,5,0,0.0,2.0,2.0,183.76,0,2
50956,0,19.0,Female,2.0,4,Divorced,9,0,1.0,5.0,1.0,266.06,0,0
50957,0,8.0,Female,3.0,4,Single,2,0,1.0,3.0,3.0,186.06,0,2
50958,0,9.0,Male,3.0,3,Single,1,0,1.0,1.0,2.0,122.72,1,2
50959,1,9.0,Male,2.0,5,Single,4,0,1.0,1.0,0.0,120.18,1,2
50960,0,7.0,Male,3.0,3,Divorced,2,1,7.0,8.0,6.0,170.83,1,0
50961,1,0.0,Female,2.0,3,Single,2,0,6.0,7.0,7.0,140.84,0,2
50962,0,23.0,Male,2.0,1,Single,2,1,13.0,2.0,9.0,244.11,1,2
50963,0,9.0,Male,2.0,3,Married,1,1,0.0,5.0,7.0,123.08,1,1
50964,0,15.0,Male,3.0,4,Married,5,0,1.0,1.0,0.0,148.41,1,1
50965,0,10.0,Male,2.0,1,Married,2,0,0.0,3.0,7.0,142.85,1,1
50966,0,2.0,Female,2.0,5,Married,4,0,0.0,1.0,7.0,197.15,0,1
50967,0,6.0,Male,2.0,4,Single,2,0,0.0,1.0,2.0,143.2,1,2
50968,0,9.0,Male,3.0,1,Married,5,0,1.0,1.0,3.0,121.32,1,1
50969,0,15.0,Male,2.0,1,Married,3,1,12.0,13.0,9.0,201.24,1,1
50970,0,13.0,Male,2.0,5,Married,1,0,2.0,7.0,1.0,154.73,1,1
50971,0,6.0,Male,3.0,3,Married,2,1,1.0,5.0,7.0,152.07,1,1
50972,0,13.0,Male,2.0,1,Single,2,1,1.0,7.0,7.0,264.37,1,2
50973,0,9.0,Male,2.0,5,Married,1,0,0.0,1.0,0.0,122.96,1,1
50974,0,13.0,Male,3.0,1,Married,4,1,2.0,2.0,2.0,140.69,1,1
50975,0,18.0,Male,3.0,4,Married,2,0,6.0,7.0,7.0,174.41,1,1
50976,0,8.0,Female,3.0,3,Married,1,0,2.0,4.0,2.0,124.3,0,1
50977,0,5.0,Female,3.0,4,Married,4,0,1.0,2.0,5.0,158.78,0,1
50978,0,9.0,Male,3.0,1,Single,4,1,0.0,1.0,2.0,126.44,1,2
50979,0,21.0,Female,3.0,3,Married,9,0,1.0,7.0,7.0,164.39,0,1
50980,0,2.0,Male,3.0,3,Married,7,0,1.0,1.0,0.0,124.51,1,1
50981,0,6.0,Male,2.0,5,Married,3,0,2.0,2.0,2.0,163.92,1,1
50982,1,0.0,Male,3.0,5,Married,2,0,3.0,6.0,7.0,197.14,1,1
50983,0,11.0,Male,3.0,3,Married,4,0,0.0,1.0,2.0,160.77,1,1
50984,0,8.0,Male,3.0,5,Single,2,0,0.0,1.0,2.0,124.5,1,2
50985,0,3.0,Male,2.0,4,Married,4,0,0.0,1.0,3.0,192.5,1,1
50986,1,9.0,Female,3.0,5,Married,2,1,1.0,1.0,0.0,120.74,0,1
50987,1,16.0,Female,3.0,1,Married,1,0,1.0,1.0,9.0,201.69,0,1
50988,1,1.0,Male,2.0,4,Married,5,0,0.0,1.0,4.0,148.55,1,1
50989,0,5.0,Male,3.0,5,Married,5,0,1.0,1.0,2.0,140.87,1,1
50990,0,21.0,Female,3.0,5,Married,9,0,7.0,7.0,6.0,123.67,0,1
50991,0,7.0,Male,3.0,1,Single,2,0,0.0,1.0,0.0,129.72,1,2
50992,0,28.0,Male,2.0,1,Married,2,0,2.0,2.0,13.0,295.86,1,1
50993,0,7.0,Male,2.0,1,Married,10,0,1.0,2.0,1.0,154.84,1,1
50994,0,9.0,Female,2.0,1,Married,2,0,1.0,1.0,0.0,120.61,0,1
50995,0,11.0,Male,3.0,4,Married,1,0,5.0,7.0,7.0,199.24,1,1
50996,0,11.0,Female,2.0,4,Single,3,0,0.0,1.0,2.0,141.98,0,2
50997,0,9.0,Female,3.0,3,Single,7,0,1.0,1.0,0.0,168.15,0,2
50998,0,2.0,Male,2.0,5,Single,2,1,0.0,1.0,5.0,147.23,1,2
50999,0,8.0,Female,2.0,3,Single,4,1,1.0,1.0,4.0,161.42,0,2
51000,0,12.0,Male,2.0,3,Married,3,0,4.0,7.0,6.0,182.37,1,1
51001,0,2.0,Male,2.0,1,Married,2,0,0.0,1.0,3.0,188.53,1,1
51002,0,23.0,Male,2.0,3,Married,5,1,0.0,1.0,0.0,293.31,1,1
51003,0,9.0,Male,2.0,3,Married,3,0,2.0,2.0,2.0,120.73,1,1
51004,0,9.0,Male,3.0,5,Married,4,1,1.0,1.0,2.0,155.62,1,1
51005,0,15.0,Male,3.0,1,Single,9,0,1.0,1.0,1.0,296.13,1,2
51006,0,8.0,Male,2.0,3,Married,2,0,5.0,6.0,8.0,134.07,1,1
51007,0,7.0,Male,3.0,3,Married,2,0,2.0,7.0,7.0,150.63,1,1
51008,0,13.0,Female,2.0,5,Married,2,0,0.0,1.0,2.0,146.39,0,1
51009,0,16.0,Male,2.0,4,Married,6,0,1.0,1.0,2.0,148.76,1,1
51010,0,8.0,Male,3.0,1,Married,2,0,1.0,1.0,1.0,126.9,1,1
51011,0,19.0,Male,2.0,5,Single,2,0,1.0,1.0,12.0,275.67,1,2
51012,1,0.0,Male,2.0,4,Married,2,1,0.0,1.0,0.0,124.08,1,1
51013,0,0.0,Female,3.0,3,Married,2,1,0.0,1.0,3.0,128.14,0,1
51014,0,23.0,Male,2.0,3,Married,3,1,3.0,12.0,3.0,212.45,1,1
51015,0,5.0,Female,2.0,1,Married,4,0,1.0,1.0,2.0,133.12,0,1
51016,0,17.0,Female,2.0,1,Married,1,1,1.0,1.0,10.0,290.49,0,1
51017,0,9.0,Male,2.0,4,Married,2,0,0.0,1.0,1.0,121.41,1,1
51018,0,18.0,Female,2.0,5,Single,2,1,1.0,1.0,4.0,157.69,0,2
51019,0,18.0,Male,2.0,5,Married,2,0,0.0,4.0,5.0,143.85,1,1
51020,0,4.0,Male,2.0,5,Single,8,0,0.0,1.0,3.0,153.32,1,2
51021,0,9.0,Female,3.0,3,Married,10,1,0.0,1.0,1.0,146.63,0,1
51022,0,7.0,Male,2.0,1,Married,2,0,5.0,7.0,2.0,147.24,1,1
51023,0,22.0,Female,2.0,5,Married,2,0,0.0,1.0,4.0,132.11,0,1
51024,0,12.0,Male,3.0,5,Married,3,0,4.0,7.0,7.0,153.77,1,1
51025,0,0.0,Male,3.0,5,Married,2,0,0.0,1.0,7.0,140.66,1,1
51026,0,8.0,Male,2.0,5,Married,2,0,0.0,1.0,10.0,152.08,1,1
51027,0,1.0,Female,2.0,5,Married,1,0,1.0,1.0,0.0,0.0,0,1
51028,0,0.0,Male,3.0,1,Single,2,0,1.0,2.0,2.0,131.17,1,2
51029,1,9.0,Female,3.0,1,Single,2,1,0.0,1.0,0.0,115.69,0,2
51030,0,20.0,Female,3.0,3,Married,4,0,1.0,1.0,0.0,296.58,0,1
51031,0,12.0,Male,3.0,3,Married,1,0,0.0,1.0,7.0,130.69,1,1
51032,0,13.0,Female,3.0,3,Married,2,0,1.0,14.0,12.0,204.35,0,1
51033,0,8.0,Female,2.0,3,Married,2,0,2.0,2.0,9.0,141.48,0,1
51034,0,10.0,Male,2.0,3,Married,4,0,0.0,1.0,2.0,157.68,1,1
51035,0,12.0,Female,2.0,3,Single,1,0,3.0,3.0,8.0,150.42,0,2
51036,0,18.0,Female,2.0,1,Married,2,0,2.0,3.0,9.0,157.7,0,1
51037,0,11.0,Female,2.0,3,Married,4,1,1.0,1.0,2.0,177.56,0,1
51038,1,0.0,Male,2.0,5,Married,10,0,4.0,6.0,0.0,203.06,1,1
51039,0,10.0,Female,3.0,4,Married,2,0,1.0,7.0,7.0,139.36,0,1
51040,0,13.0,Female,2.0,1,Single,7,1,1.0,3.0,3.0,179.45,0,2
51041,0,17.0,Male,2.0,1,Married,5,1,1.0,1.0,2.0,157.43,1,1
51042,0,21.0,Male,2.0,1,Married,3,0,2.0,2.0,2.0,252.02,1,1
51043,1,0.0,Male,2.0,1,Married,7,1,1.0,2.0,2.0,154.4,1,1
51044,0,0.0,Female,2.0,1,Single,2,1,1.0,1.0,3.0,137.6,0,2
51045,0,0.0,Female,2.0,3,Married,8,0,0.0,1.0,2.0,135.17,0,1
51046,0,0.0,Male,2.0,1,Single,3,0,0.0,1.0,2.0,125.8,1,2
51047,1,9.0,Male,3.0,5,Single,4,1,0.0,1.0,3.0,121.66,1,2
51048,0,2.0,Male,2.0,3,Single,10,0,1.0,1.0,4.0,158.69,1,2
51049,0,9.0,Female,2.0,5,Married,5,0,1.0,1.0,2.0,180.08,0,1
51050,0,0.0,Male,3.0,3,Married,2,0,0.0,1.0,7.0,152.06,1,1
51051,0,12.0,Male,3.0,4,Married,5,0,1.0,1.0,0.0,152.95,1,1
51052,0,22.0,Female,3.0,4,Married,4,0,1.0,1.0,2.0,264.13,0,1
51053,0,23.0,Female,2.0,5,Married,6,0,1.0,2.0,11.0,232.69,0,1
51054,0,0.0,Female,3.0,3,Single,2,0,0.0,2.0,2.0,127.83,0,2
51055,0,7.0,Female,3.0,4,Married,2,0,7.0,7.0,9.0,154.33,0,1
51056,0,9.0,Male,3.0,4,Single,3,0,0.0,1.0,3.0,120.13,1,2
51057,0,22.0,Female,2.0,3,Married,3,1,1.0,2.0,12.0,239.66,0,1
51058,0,9.0,Female,2.0,3,Married,1,0,1.0,1.0,2.0,143.74,0,1
51059,0,9.0,Male,3.0,5,Married,7,0,1.0,1.0,4.0,168.42,1,1
51060,0,27.0,Female,3.0,3,Married,4,0,1.0,4.0,7.0,274.26,0,1
51061,0,16.0,Male,3.0,3,Married,2,0,1.0,6.0,11.0,276.03,1,1
51062,1,0.0,Male,2.0,1,Single,4,1,3.0,6.0,7.0,145.81,1,2
51063,0,11.0,Male,2.0,1,Married,8,0,2.0,2.0,9.0,147.35,1,1
51064,0,2.0,Male,2.0,4,Married,2,1,0.0,1.0,9.0,141.87,1,1
51065,0,6.0,Male,3.0,1,Married,2,0,1.0,1.0,4.0,155.05,1,1
51066,0,5.0,Male,2.0,4,Married,1,0,0.0,1.0,6.0,154.7,1,1
51067,0,4.0,Female,3.0,1,Married,2,0,0.0,1.0,2.0,154.76,0,1
51068,0,22.0,Female,3.0,5,Married,5,1,1.0,2.0,2.0,125.87,0,1
51069,0,11.0,Female,2.0,4,Single,2,0,1.0,3.0,3.0,124.4,0,2
51070,0,20.0,Female,2.0,4,Married,7,0,0.0,2.0,2.0,259.72,0,1
51071,0,22.0,Male,2.0,3,Single,5,0,1.0,2.0,0.0,253.79,1,2
51072,0,14.0,Male,3.0,3,Single,4,1,0.0,1.0,2.0,170.82,1,2
51073,0,0.0,Male,3.0,5,Single,2,0,0.0,1.0,2.0,127.28,1,2
51074,0,6.0,Female,2.0,1,Married,2,1,0.0,1.0,2.0,153.68,0,1
51075,0,9.0,Male,3.0,3,Married,7,0,1.0,1.0,2.0,153.47,1,1
51076,0,17.0,Female,2.0,1,Married,5,1,2.0,2.0,2.0,131.95,0,1
51077,1,0.0,Male,3.0,3,Single,2,1,1.0,1.0,2.0,139.89,1,2
51078,0,11.0,Female,2.0,3,Married,8,0,0.0,1.0,0.0,133.06,0,1
51079,0,26.0,Male,2.0,1,Married,4,0,0.0,1.0,2.0,170.05,1,1
51080,1,11.0,Female,3.0,3,Married,3,1,4.0,7.0,7.0,126.55,0,1
51081,1,9.0,Male,3.0,4,Single,2,0,1.0,1.0,0.0,113.93,1,2
51082,0,0.0,Male,3.0,1,Single,2,0,5.0,5.0,7.0,125.7,1,2
51083,0,28.0,Male,3.0,4,Married,6,0,1.0,1.0,2.0,135.37,1,1
51084,0,7.0,Male,2.0,1,Married,2,0,4.0,4.0,13.0,139.86,1,1
51085,0,30.0,Male,3.0,1,Married,4,0,0.0,1.0,0.0,208.83,1,1
51086,0,9.0,Male,3.0,4,Married,2,0,2.0,2.0,13.0,120.28,1,1
51087,0,10.0,Male,2.0,1,Married,2,0,0.0,1.0,3.0,195.25,1,1
51088,0,7.0,Female,3.0,1,Married,2,0,3.0,8.0,7.0,129.29,0,1
51089,1,9.0,Male,2.0,1,Married,2,1,1.0,1.0,2.0,122.75,1,1
51090,0,17.0,Female,3.0,1,Married,2,1,6.0,6.0,7.0,178.79,0,1
51091,0,8.0,Male,3.0,1,Single,1,1,1.0,1.0,4.0,149.3,1,2
51092,0,16.0,Male,3.0,1,Married,2,1,0.0,8.0,8.0,178.47,1,1
51093,0,0.0,Male,3.0,3,Married,2,0,0.0,1.0,4.0,144.01,1,1
51094,0,14.0,Male,2.0,3,Single,2,0,6.0,8.0,7.0,192.41,1,2
51095,0,2.0,Female,3.0,3,Married,10,0,1.0,1.0,2.0,129.74,0,1
