CustomerID,Churn,Tenure,Gender,HourSpendOnApp,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Gender_encoded,MaritalStatus_encoded,recency_risk,order_rate,low_order_flag,cashback_per_month,coupon_usage_rate,low_engagement,dissatisfied,engagement_score,churn_risk_score
50944,1,0.0,Male,2.0,5,Single,8,0,0.0,1.0,0.0,125.61,1,2,0,1.0,1,125.61,0.0,0,0,2.0,0.25
50945,0,9.0,Male,3.0,3,Married,2,0,0.0,1.0,0.0,115.63,1,1,0,0.1,1,11.562999999999999,0.0,0,0,1.8,0.25
50946,0,1.0,Male,2.0,5,Single,1,0,1.0,1.0,3.0,148.98,1,2,0,0.5,1,74.49,0.5,0,0,1.4000000000000004,0.25
50947,0,22.0,Female,2.0,5,Divorced,5,0,1.0,1.0,2.0,147.89,0,0,0,0.043478260869565216,1,6.43,0.5,0,0,1.8000000000000003,0.25
50948,0,2.0,Female,3.0,4,Divorced,1,0,0.0,1.0,2.0,131.8,0,0,0,0.3333333333333333,1,43.93333333333334,0.0,0,0,1.7000000000000002,0.25
50949,0,1.0,Male,3.0,4,Divorced,2,0,1.0,1.0,7.0,165.49,1,0,0,0.5,1,82.745,0.5,0,0,1.9000000000000001,0.25
50950,0,6.0,Male,3.0,3,Single,3,1,0.0,1.0,0.0,163.88,1,2,0,0.14285714285714285,1,23.41142857142857,0.0,0,1,1.9000000000000001,0.45
50951,0,5.0,Male,0.0,1,Single,3,0,0.0,1.0,3.0,212.44,1,2,0,0.16666666666666666,1,35.406666666666666,0.0,1,1,0.7000000000000001,0.7
50952,0,27.0,Female,2.0,1,Married,4,0,1.0,2.0,12.0,260.32,0,1,1,0.07142857142857142,1,9.297142857142857,0.3333333333333333,0,1,2.1,0.75
50953,1,0.0,Male,3.0,5,Single,7,0,0.0,1.0,7.0,123.62,1,2,0,1.0,1,123.62,0.0,0,0,2.3000000000000003,0.25
50954,0,17.0,Male,2.0,5,Divorced,4,0,1.0,14.0,17.0,263.28,1,0,1,0.7777777777777778,0,14.626666666666665,0.06666666666666667,0,0,6.9,0.3
50955,0,12.0,Female,2.0,4,Single,5,0,0.0,2.0,2.0,183.76,0,2,0,0.15384615384615385,1,14.135384615384615,0.0,0,0,2.1,0.25
50956,0,19.0,Female,2.0,4,Divorced,9,0,1.0,5.0,1.0,266.06,0,0,0,0.25,0,13.303,0.16666666666666666,0,0,3.8,0.0
50957,0,8.0,Female,3.0,4,Single,2,0,1.0,3.0,3.0,186.06,0,2,0,0.3333333333333333,0,20.673333333333332,0.25,0,0,2.7000000000000006,0.0
50958,0,9.0,Male,3.0,3,Single,1,0,1.0,1.0,2.0,122.72,1,2,0,0.1,1,12.272,0.5,0,0,1.8000000000000003,0.25
50959,1,9.0,Male,2.0,5,Single,4,0,1.0,1.0,0.0,120.18,1,2,0,0.1,1,12.018,0.5,0,0,1.7000000000000002,0.25
50960,0,7.0,Male,3.0,3,Divorced,2,1,7.0,8.0,6.0,170.83,1,0,0,1.0,0,21.35375,0.7777777777777778,0,1,5.300000000000001,0.2
50961,1,0.0,Female,2.0,3,Single,2,0,6.0,7.0,7.0,140.84,0,2,0,7.0,0,140.84,0.75,0,0,4.4,0.0
50962,0,23.0,Male,2.0,1,Single,2,1,13.0,2.0,9.0,244.11,1,2,0,0.08333333333333333,1,10.17125,4.333333333333333,0,1,3.1,0.45
50963,0,9.0,Male,2.0,3,Married,1,1,0.0,5.0,7.0,123.08,1,1,0,0.5,0,12.308,0.0,0,1,2.9,0.2
50964,0,15.0,Male,3.0,4,Married,5,0,1.0,1.0,0.0,148.41,1,1,0,0.0625,1,9.275625,0.5,0,0,2.2,0.25
50965,0,10.0,Male,2.0,1,Married,2,0,0.0,3.0,7.0,142.85,1,1,0,0.2727272727272727,0,12.986363636363636,0.0,0,1,2.2,0.2
50966,0,2.0,Female,2.0,5,Married,4,0,0.0,1.0,7.0,197.15,0,1,0,0.3333333333333333,1,65.71666666666667,0.0,0,0,1.6,0.25
50967,0,6.0,Male,2.0,4,Single,2,0,0.0,1.0,2.0,143.2,1,2,0,0.14285714285714285,1,20.457142857142856,0.0,0,0,1.4000000000000001,0.25
50968,0,9.0,Male,3.0,1,Married,5,0,1.0,1.0,3.0,121.32,1,1,0,0.1,1,12.132,0.5,0,1,2.2,0.45
50969,0,15.0,Male,2.0,1,Married,3,1,12.0,13.0,9.0,201.24,1,1,0,0.8125,0,12.5775,0.8571428571428571,0,1,7.5,0.2
50970,0,13.0,Male,2.0,5,Married,1,0,2.0,7.0,1.0,154.73,1,1,0,0.5,0,11.052142857142856,0.25,0,0,3.900000000000001,0.0
50971,0,6.0,Male,3.0,3,Married,2,1,1.0,5.0,7.0,152.07,1,1,0,0.7142857142857143,0,21.724285714285713,0.16666666666666666,0,1,3.5000000000000004,0.2
50972,0,13.0,Male,2.0,1,Single,2,1,1.0,7.0,7.0,264.37,1,2,0,0.5,0,18.88357142857143,0.125,0,1,3.900000000000001,0.2
50973,0,9.0,Male,2.0,5,Married,1,0,0.0,1.0,0.0,122.96,1,1,0,0.1,1,12.296,0.0,0,0,1.3000000000000003,0.25
50974,0,13.0,Male,3.0,1,Married,4,1,2.0,2.0,2.0,140.69,1,1,0,0.14285714285714285,1,10.049285714285714,0.6666666666666666,0,1,2.6,0.45
50975,0,18.0,Male,3.0,4,Married,2,0,6.0,7.0,7.0,174.41,1,1,0,0.3684210526315789,0,9.179473684210526,0.75,0,0,4.800000000000001,0.0
50976,0,8.0,Female,3.0,3,Married,1,0,2.0,4.0,2.0,124.3,0,1,0,0.4444444444444444,0,13.81111111111111,0.4,0,0,3.1000000000000005,0.0
50977,0,5.0,Female,3.0,4,Married,4,0,1.0,2.0,5.0,158.78,0,1,0,0.3333333333333333,1,26.463333333333335,0.3333333333333333,0,0,2.5,0.25
50978,0,9.0,Male,3.0,1,Single,4,1,0.0,1.0,2.0,126.44,1,2,0,0.1,1,12.644,0.0,0,1,2.0,0.45
50979,0,21.0,Female,3.0,3,Married,9,0,1.0,7.0,7.0,164.39,0,1,0,0.3181818181818182,0,7.472272727272727,0.125,0,0,5.0,0.0
50980,0,2.0,Male,3.0,3,Married,7,0,1.0,1.0,0.0,124.51,1,1,0,0.3333333333333333,1,41.50333333333334,0.5,0,0,2.4000000000000004,0.25
50981,0,6.0,Male,2.0,5,Married,3,0,2.0,2.0,2.0,163.92,1,1,0,0.2857142857142857,1,23.417142857142856,0.6666666666666666,0,0,2.1,0.25
50982,1,0.0,Male,3.0,5,Married,2,0,3.0,6.0,7.0,197.14,1,1,0,6.0,0,197.14,0.42857142857142855,0,0,4.1000000000000005,0.0
50983,0,11.0,Male,3.0,3,Married,4,0,0.0,1.0,2.0,160.77,1,1,0,0.08333333333333333,1,13.3975,0.0,0,0,2.0,0.25
50984,0,8.0,Male,3.0,5,Single,2,0,0.0,1.0,2.0,124.5,1,2,0,0.1111111111111111,1,13.833333333333334,0.0,0,0,1.8,0.25
50985,0,3.0,Male,2.0,4,Married,4,0,0.0,1.0,3.0,192.5,1,1,0,0.25,1,48.125,0.0,0,0,1.6,0.25
50986,1,9.0,Female,3.0,5,Married,2,1,1.0,1.0,0.0,120.74,0,1,0,0.1,1,12.074,0.5,0,1,1.9000000000000001,0.45
50987,1,16.0,Female,3.0,1,Married,1,0,1.0,1.0,9.0,201.69,0,1,0,0.058823529411764705,1,11.864117647058823,0.5,0,1,1.8000000000000003,0.45
50988,1,1.0,Male,2.0,4,Married,5,0,0.0,1.0,4.0,148.55,1,1,0,0.5,1,74.275,0.0,0,0,1.7000000000000002,0.25
50989,0,5.0,Male,3.0,5,Married,5,0,1.0,1.0,2.0,140.87,1,1,0,0.16666666666666666,1,23.478333333333335,0.5,0,0,2.2,0.25
50990,0,21.0,Female,3.0,5,Married,9,0,7.0,7.0,6.0,123.67,0,1,0,0.3181818181818182,0,5.621363636363636,0.875,0,0,5.6000000000000005,0.0
50991,0,7.0,Male,3.0,1,Single,2,0,0.0,1.0,0.0,129.72,1,2,0,0.125,1,16.215,0.0,0,1,1.8,0.45
50992,0,28.0,Male,2.0,1,Married,2,0,2.0,2.0,13.0,295.86,1,1,1,0.06896551724137931,1,10.202068965517242,0.6666666666666666,0,1,2.0,0.75
50993,0,7.0,Male,2.0,1,Married,10,0,1.0,2.0,1.0,154.84,1,1,0,0.25,1,19.355,0.3333333333333333,0,1,2.7,0.45
50994,0,9.0,Female,2.0,1,Married,2,0,1.0,1.0,0.0,120.61,0,1,0,0.1,1,12.061,0.5,0,1,1.5000000000000002,0.45
50995,0,11.0,Male,3.0,4,Married,1,0,5.0,7.0,7.0,199.24,1,1,0,0.5833333333333334,0,16.603333333333335,0.625,0,0,4.6,0.0
50996,0,11.0,Female,2.0,4,Single,3,0,0.0,1.0,2.0,141.98,0,2,0,0.08333333333333333,1,11.831666666666665,0.0,0,0,1.5000000000000002,0.25
50997,0,9.0,Female,3.0,3,Single,7,0,1.0,1.0,0.0,168.15,0,2,0,0.1,1,16.815,0.5,0,0,2.4000000000000004,0.25
50998,0,2.0,Male,2.0,5,Single,2,1,0.0,1.0,5.0,147.23,1,2,0,0.3333333333333333,1,49.07666666666666,0.0,0,1,1.4000000000000001,0.45
50999,0,8.0,Female,2.0,3,Single,4,1,1.0,1.0,4.0,161.42,0,2,0,0.1111111111111111,1,17.935555555555553,0.5,0,1,1.7000000000000002,0.45
51000,0,12.0,Male,2.0,3,Married,3,0,4.0,7.0,6.0,182.37,1,1,0,0.5384615384615384,0,14.028461538461539,0.5,0,0,4.300000000000001,0.0
51001,0,2.0,Male,2.0,1,Married,2,0,0.0,1.0,3.0,188.53,1,1,0,0.3333333333333333,1,62.843333333333334,0.0,0,1,1.4000000000000001,0.45
51002,0,23.0,Male,2.0,3,Married,5,1,0.0,1.0,0.0,293.31,1,1,0,0.041666666666666664,1,12.22125,0.0,0,1,1.7000000000000002,0.45
51003,0,9.0,Male,2.0,3,Married,3,0,2.0,2.0,2.0,120.73,1,1,0,0.2,1,12.073,0.6666666666666666,0,0,2.1,0.25
51004,0,9.0,Male,3.0,5,Married,4,1,1.0,1.0,2.0,155.62,1,1,0,0.1,1,15.562000000000001,0.5,0,1,2.1,0.45
51005,0,15.0,Male,3.0,1,Single,9,0,1.0,1.0,1.0,296.13,1,2,0,0.0625,1,18.508125,0.5,0,1,2.6,0.45
51006,0,8.0,Male,2.0,3,Married,2,0,5.0,6.0,8.0,134.07,1,1,0,0.6666666666666666,0,14.896666666666667,0.7142857142857143,0,0,3.9000000000000004,0.0
51007,0,7.0,Male,3.0,3,Married,2,0,2.0,7.0,7.0,150.63,1,1,0,0.875,0,18.82875,0.25,0,0,4.4,0.0
51008,0,13.0,Female,2.0,5,Married,2,0,0.0,1.0,2.0,146.39,0,1,0,0.07142857142857142,1,10.456428571428571,0.0,0,0,1.4000000000000001,0.25
51009,0,16.0,Male,2.0,4,Married,6,0,1.0,1.0,2.0,148.76,1,1,0,0.058823529411764705,1,8.750588235294117,0.5,0,0,1.9000000000000004,0.25
51010,0,8.0,Male,3.0,1,Married,2,0,1.0,1.0,1.0,126.9,1,1,0,0.1111111111111111,1,14.100000000000001,0.5,0,1,1.9000000000000001,0.45
51011,0,19.0,Male,2.0,5,Single,2,0,1.0,1.0,12.0,275.67,1,2,1,0.05,1,13.7835,0.5,0,0,1.5000000000000002,0.55
51012,1,0.0,Male,2.0,4,Married,2,1,0.0,1.0,0.0,124.08,1,1,0,1.0,1,124.08,0.0,0,1,1.4000000000000001,0.45
51013,0,0.0,Female,3.0,3,Married,2,1,0.0,1.0,3.0,128.14,0,1,0,1.0,1,128.14,0.0,0,1,1.8,0.45
51014,0,23.0,Male,2.0,3,Married,3,1,3.0,12.0,3.0,212.45,1,1,0,0.5,0,8.852083333333333,0.23076923076923078,0,1,6.2,0.2
51015,0,5.0,Female,2.0,1,Married,4,0,1.0,1.0,2.0,133.12,0,1,0,0.16666666666666666,1,22.186666666666667,0.5,0,1,1.7000000000000002,0.45
51016,0,17.0,Female,2.0,1,Married,1,1,1.0,1.0,10.0,290.49,0,1,0,0.05555555555555555,1,16.138333333333335,0.5,0,1,1.4000000000000004,0.45
51017,0,9.0,Male,2.0,4,Married,2,0,0.0,1.0,1.0,121.41,1,1,0,0.1,1,12.141,0.0,0,0,1.4000000000000001,0.25
51018,0,18.0,Female,2.0,5,Single,2,1,1.0,1.0,4.0,157.69,0,2,0,0.05263157894736842,1,8.299473684210525,0.5,0,1,1.5000000000000002,0.45
51019,0,18.0,Male,2.0,5,Married,2,0,0.0,4.0,5.0,143.85,1,1,0,0.21052631578947367,0,7.571052631578947,0.0,0,0,2.6000000000000005,0.0
51020,0,4.0,Male,2.0,5,Single,8,0,0.0,1.0,3.0,153.32,1,2,0,0.2,1,30.663999999999998,0.0,0,0,2.0,0.25
51021,0,9.0,Female,3.0,3,Married,10,1,0.0,1.0,1.0,146.63,0,1,0,0.1,1,14.663,0.0,0,1,2.6,0.45
51022,0,7.0,Male,2.0,1,Married,2,0,5.0,7.0,2.0,147.24,1,1,0,0.875,0,18.405,0.625,0,1,4.300000000000001,0.2
51023,0,22.0,Female,2.0,5,Married,2,0,0.0,1.0,4.0,132.11,0,1,0,0.043478260869565216,1,5.743913043478261,0.0,0,0,1.4000000000000001,0.25
51024,0,12.0,Male,3.0,5,Married,3,0,4.0,7.0,7.0,153.77,1,1,0,0.5384615384615384,0,11.82846153846154,0.5,0,0,4.7,0.0
51025,0,0.0,Male,3.0,5,Married,2,0,0.0,1.0,7.0,140.66,1,1,0,1.0,1,140.66,0.0,0,0,1.8,0.25
51026,0,8.0,Male,2.0,5,Married,2,0,0.0,1.0,10.0,152.08,1,1,0,0.1111111111111111,1,16.89777777777778,0.0,0,0,1.4000000000000001,0.25
51027,0,1.0,Female,2.0,5,Married,1,0,1.0,1.0,0.0,0.0,0,1,0,0.5,1,0.0,0.5,0,0,1.4000000000000004,0.25
51028,0,0.0,Male,3.0,1,Single,2,0,1.0,2.0,2.0,131.17,1,2,0,2.0,1,131.17,0.3333333333333333,0,1,2.3000000000000003,0.45
51029,1,9.0,Female,3.0,1,Single,2,1,0.0,1.0,0.0,115.69,0,2,0,0.1,1,11.568999999999999,0.0,0,1,1.8,0.45
51030,0,20.0,Female,3.0,3,Married,4,0,1.0,1.0,0.0,296.58,0,1,0,0.047619047619047616,1,14.122857142857143,0.5,0,0,2.1,0.25
51031,0,12.0,Male,3.0,3,Married,1,0,0.0,1.0,7.0,130.69,1,1,0,0.07692307692307693,1,10.053076923076922,0.0,0,0,1.7000000000000002,0.25
51032,0,13.0,Female,3.0,3,Married,2,0,1.0,14.0,12.0,204.35,0,1,1,1.0,0,14.596428571428572,0.06666666666666667,0,0,7.1000000000000005,0.3
51033,0,8.0,Female,2.0,3,Married,2,0,2.0,2.0,9.0,141.48,0,1,0,0.2222222222222222,1,15.719999999999999,0.6666666666666666,0,0,2.0,0.25
51034,0,10.0,Male,2.0,3,Married,4,0,0.0,1.0,2.0,157.68,1,1,0,0.09090909090909091,1,14.334545454545456,0.0,0,0,1.6,0.25
51035,0,12.0,Female,2.0,3,Single,1,0,3.0,3.0,8.0,150.42,0,2,0,0.23076923076923078,0,11.57076923076923,0.75,0,0,2.4000000000000004,0.0
51036,0,18.0,Female,2.0,1,Married,2,0,2.0,3.0,9.0,157.7,0,1,0,0.15789473684210525,0,8.299999999999999,0.5,0,1,2.4000000000000004,0.2
51037,0,11.0,Female,2.0,3,Married,4,1,1.0,1.0,2.0,177.56,0,1,0,0.08333333333333333,1,14.796666666666667,0.5,0,1,1.7000000000000002,0.45
51038,1,0.0,Male,2.0,5,Married,10,0,4.0,6.0,0.0,203.06,1,1,0,6.0,0,203.06,0.5714285714285714,0,0,4.6000000000000005,0.0
51039,0,10.0,Female,3.0,4,Married,2,0,1.0,7.0,7.0,139.36,0,1,0,0.6363636363636364,0,12.66909090909091,0.125,0,0,4.3,0.0
51040,0,13.0,Female,2.0,1,Single,7,1,1.0,3.0,3.0,179.45,0,2,0,0.21428571428571427,0,12.817857142857141,0.25,0,1,2.8000000000000003,0.2
51041,0,17.0,Male,2.0,1,Married,5,1,1.0,1.0,2.0,157.43,1,1,0,0.05555555555555555,1,8.746111111111112,0.5,0,1,1.8000000000000003,0.45
51042,0,21.0,Male,2.0,1,Married,3,0,2.0,2.0,2.0,252.02,1,1,0,0.09090909090909091,1,11.455454545454545,0.6666666666666666,0,1,2.1,0.45
51043,1,0.0,Male,2.0,1,Married,7,1,1.0,2.0,2.0,154.4,1,1,0,2.0,1,154.4,0.3333333333333333,0,1,2.4000000000000004,0.45
51044,0,0.0,Female,2.0,1,Single,2,1,1.0,1.0,3.0,137.6,0,2,0,1.0,1,137.6,0.5,0,1,1.5000000000000002,0.45
51045,0,0.0,Female,2.0,3,Married,8,0,0.0,1.0,2.0,135.17,0,1,0,1.0,1,135.17,0.0,0,0,2.0,0.25
51046,0,0.0,Male,2.0,1,Single,3,0,0.0,1.0,2.0,125.8,1,2,0,1.0,1,125.8,0.0,0,1,1.5000000000000002,0.45
51047,1,9.0,Male,3.0,5,Single,4,1,0.0,1.0,3.0,121.66,1,2,0,0.1,1,12.166,0.0,0,1,2.0,0.45
51048,0,2.0,Male,2.0,3,Single,10,0,1.0,1.0,4.0,158.69,1,2,0,0.3333333333333333,1,52.89666666666667,0.5,0,0,2.3000000000000003,0.25
51049,0,9.0,Female,2.0,5,Married,5,0,1.0,1.0,2.0,180.08,0,1,0,0.1,1,18.008000000000003,0.5,0,0,1.8000000000000003,0.25
51050,0,0.0,Male,3.0,3,Married,2,0,0.0,1.0,7.0,152.06,1,1,0,1.0,1,152.06,0.0,0,0,1.8,0.25
51051,0,12.0,Male,3.0,4,Married,5,0,1.0,1.0,0.0,152.95,1,1,0,0.07692307692307693,1,11.765384615384615,0.5,0,0,2.2,0.25
51052,0,22.0,Female,3.0,4,Married,4,0,1.0,1.0,2.0,264.13,0,1,0,0.043478260869565216,1,11.48391304347826,0.5,0,0,2.1,0.25
51053,0,23.0,Female,2.0,5,Married,6,0,1.0,2.0,11.0,232.69,0,1,1,0.08333333333333333,1,9.695416666666667,0.3333333333333333,0,0,2.3000000000000003,0.55
51054,0,0.0,Female,3.0,3,Single,2,0,0.0,2.0,2.0,127.83,0,2,0,2.0,1,127.83,0.0,0,0,2.2,0.25
51055,0,7.0,Female,3.0,4,Married,2,0,7.0,7.0,9.0,154.33,0,1,0,0.875,0,19.29125,0.875,0,0,4.9,0.0
51056,0,9.0,Male,3.0,4,Single,3,0,0.0,1.0,3.0,120.13,1,2,0,0.1,1,12.013,0.0,0,0,1.9000000000000001,0.25
51057,0,22.0,Female,2.0,3,Married,3,1,1.0,2.0,12.0,239.66,0,1,1,0.08695652173913043,1,10.42,0.3333333333333333,0,1,2.0,0.75
51058,0,9.0,Female,2.0,3,Married,1,0,1.0,1.0,2.0,143.74,0,1,0,0.1,1,14.374,0.5,0,0,1.4000000000000004,0.25
51059,0,9.0,Male,3.0,5,Married,7,0,1.0,1.0,4.0,168.42,1,1,0,0.1,1,16.842,0.5,0,0,2.4000000000000004,0.25
51060,0,27.0,Female,3.0,3,Married,4,0,1.0,4.0,7.0,274.26,0,1,0,0.14285714285714285,0,9.795,0.2,0,0,3.3000000000000003,0.0
51061,0,16.0,Male,3.0,3,Married,2,0,1.0,6.0,11.0,276.03,1,1,1,0.35294117647058826,0,16.23705882352941,0.14285714285714285,0,0,3.900000000000001,0.3
51062,1,0.0,Male,2.0,1,Single,4,1,3.0,6.0,7.0,145.81,1,2,0,6.0,0,145.81,0.42857142857142855,0,1,3.9000000000000004,0.2
51063,0,11.0,Male,2.0,1,Married,8,0,2.0,2.0,9.0,147.35,1,1,0,0.16666666666666666,1,12.279166666666667,0.6666666666666666,0,1,2.6000000000000005,0.45
51064,0,2.0,Male,2.0,4,Married,2,1,0.0,1.0,9.0,141.87,1,1,0,0.3333333333333333,1,47.29,0.0,0,1,1.4000000000000001,0.45
51065,0,6.0,Male,3.0,1,Married,2,0,1.0,1.0,4.0,155.05,1,1,0,0.14285714285714285,1,22.150000000000002,0.5,0,1,1.9000000000000001,0.45
51066,0,5.0,Male,2.0,4,Married,1,0,0.0,1.0,6.0,154.7,1,1,0,0.16666666666666666,1,25.78333333333333,0.0,0,0,1.3000000000000003,0.25
51067,0,4.0,Female,3.0,1,Married,2,0,0.0,1.0,2.0,154.76,0,1,0,0.2,1,30.951999999999998,0.0,0,1,1.8,0.45
51068,0,22.0,Female,3.0,5,Married,5,1,1.0,2.0,2.0,125.87,0,1,0,0.08695652173913043,1,5.472608695652174,0.3333333333333333,0,1,2.6,0.45
51069,0,11.0,Female,2.0,4,Single,2,0,1.0,3.0,3.0,124.4,0,2,0,0.25,0,10.366666666666667,0.25,0,0,2.3000000000000003,0.0
51070,0,20.0,Female,2.0,4,Married,7,0,0.0,2.0,2.0,259.72,0,1,0,0.09523809523809523,1,12.36761904761905,0.0,0,0,2.3000000000000003,0.25
51071,0,22.0,Male,2.0,3,Single,5,0,1.0,2.0,0.0,253.79,1,2,0,0.08695652173913043,1,11.034347826086956,0.3333333333333333,0,0,2.2,0.25
51072,0,14.0,Male,3.0,3,Single,4,1,0.0,1.0,2.0,170.82,1,2,0,0.06666666666666667,1,11.388,0.0,0,1,2.0,0.45
51073,0,0.0,Male,3.0,5,Single,2,0,0.0,1.0,2.0,127.28,1,2,0,1.0,1,127.28,0.0,0,0,1.8,0.25
51074,0,6.0,Female,2.0,1,Married,2,1,0.0,1.0,2.0,153.68,0,1,0,0.14285714285714285,1,21.954285714285714,0.0,0,1,1.4000000000000001,0.45
51075,0,9.0,Male,3.0,3,Married,7,0,1.0,1.0,2.0,153.47,1,1,0,0.1,1,15.347,0.5,0,0,2.4000000000000004,0.25
51076,0,17.0,Female,2.0,1,Married,5,1,2.0,2.0,2.0,131.95,0,1,0,0.1111111111111111,1,7.330555555555555,0.6666666666666666,0,1,2.3000000000000003,0.45
51077,1,0.0,Male,3.0,3,Single,2,1,1.0,1.0,2.0,139.89,1,2,0,1.0,1,139.89,0.5,0,1,1.9000000000000001,0.45
51078,0,11.0,Female,2.0,3,Married,8,0,0.0,1.0,0.0,133.06,0,1,0,0.08333333333333333,1,11.088333333333333,0.0,0,0,2.0,0.25
51079,0,26.0,Male,2.0,1,Married,4,0,0.0,1.0,2.0,170.05,1,1,0,0.037037037037037035,1,6.298148148148148,0.0,0,1,1.6,0.45
51080,1,11.0,Female,3.0,3,Married,3,1,4.0,7.0,7.0,126.55,0,1,0,0.5833333333333334,0,10.545833333333333,0.5,0,1,4.7,0.2
51081,1,9.0,Male,3.0,4,Single,2,0,1.0,1.0,0.0,113.93,1,2,0,0.1,1,11.393,0.5,0,0,1.9000000000000001,0.25
51082,0,0.0,Male,3.0,1,Single,2,0,5.0,5.0,7.0,125.7,1,2,0,5.0,0,125.7,0.8333333333333334,0,1,3.9000000000000004,0.2
51083,0,28.0,Male,3.0,4,Married,6,0,1.0,1.0,2.0,135.37,1,1,0,0.034482758620689655,1,4.667931034482759,0.5,0,0,2.3000000000000003,0.25
51084,0,7.0,Male,2.0,1,Married,2,0,4.0,4.0,13.0,139.86,1,1,1,0.5,0,17.4825,0.8,0,1,3.0000000000000004,0.5
51085,0,30.0,Male,3.0,1,Married,4,0,0.0,1.0,0.0,208.83,1,1,0,0.03225806451612903,1,6.736451612903227,0.0,0,1,2.0,0.45
51086,0,9.0,Male,3.0,4,Married,2,0,2.0,2.0,13.0,120.28,1,1,1,0.2,1,12.028,0.6666666666666666,0,0,2.4000000000000004,0.55
51087,0,10.0,Male,2.0,1,Married,2,0,0.0,1.0,3.0,195.25,1,1,0,0.09090909090909091,1,17.75,0.0,0,1,1.4000000000000001,0.45
51088,0,7.0,Female,3.0,1,Married,2,0,3.0,8.0,7.0,129.29,0,1,0,1.0,0,16.16125,0.3333333333333333,0,1,4.9,0.2
51089,1,9.0,Male,2.0,1,Married,2,1,1.0,1.0,2.0,122.75,1,1,0,0.1,1,12.275,0.5,0,1,1.5000000000000002,0.45
51090,0,17.0,Female,3.0,1,Married,2,1,6.0,6.0,7.0,178.79,0,1,0,0.3333333333333333,0,9.932777777777778,0.8571428571428571,0,1,4.4,0.2
51091,0,8.0,Male,3.0,1,Single,1,1,1.0,1.0,4.0,149.3,1,2,0,0.1111111111111111,1,16.58888888888889,0.5,0,1,1.8000000000000003,0.45
51092,0,16.0,Male,3.0,1,Married,2,1,0.0,8.0,8.0,178.47,1,1,0,0.47058823529411764,0,10.498235294117647,0.0,0,1,4.6000000000000005,0.2
51093,0,0.0,Male,3.0,3,Married,2,0,0.0,1.0,4.0,144.01,1,1,0,1.0,1,144.01,0.0,0,0,1.8,0.25
51094,0,14.0,Male,2.0,3,Single,2,0,6.0,8.0,7.0,192.41,1,2,0,0.5333333333333333,0,12.827333333333334,0.6666666666666666,0,0,4.800000000000001,0.0
51095,0,2.0,Female,3.0,3,Married,10,0,1.0,1.0,2.0,129.74,0,1,0,0.3333333333333333,1,43.24666666666667,0.5,0,0,2.7,0.25
51096,0,9.0,Female,2.0,1,Single,4,0,3.0,6.0,7.0,145.02,0,2,0,0.6,0,14.502,0.42857142857142855,0,1,3.9000000000000004,0.2
51097,0,18.0,Male,3.0,3,Married,4,0,3.0,14.0,4.0,207.48,1,1,0,0.7368421052631579,0,10.92,0.2,0,0,7.500000000000001,0.0
51098,1,9.0,Male,2.0,3,Married,2,0,0.0,1.0,0.0,115.55,1,1,0,0.1,1,11.555,0.0,0,0,1.4000000000000001,0.25
51099,1,10.0,Male,2.0,3,Married,8,0,1.0,14.0,3.0,229.36,1,1,0,1.2727272727272727,0,20.85090909090909,0.06666666666666667,0,0,7.3,0.0
51100,0,9.0,Male,3.0,3,Married,2,0,0.0,1.0,2.0,123.05,1,1,0,0.1,1,12.305,0.0,0,0,1.8,0.25
51101,0,18.0,Female,2.0,4,Single,2,0,1.0,8.0,6.0,267.04,0,2,0,0.42105263157894735,0,14.054736842105264,0.1111111111111111,0,0,4.3,0.0
51102,0,5.0,Male,2.0,3,Married,7,0,0.0,1.0,3.0,134.33,1,1,0,0.16666666666666666,1,22.388333333333335,0.0,0,0,1.9000000000000004,0.25
51103,0,4.0,Male,3.0,3,Married,2,0,0.0,1.0,3.0,134.77,1,1,0,0.2,1,26.954,0.0,0,0,1.8,0.25
51104,0,14.0,Male,2.0,4,Married,7,0,0.0,1.0,2.0,164.3,1,1,0,0.06666666666666667,1,10.953333333333335,0.0,0,0,1.9000000000000004,0.25
51105,0,13.0,Female,3.0,5,Married,3,1,0.0,1.0,0.0,165.16,0,1,0,0.07142857142857142,1,11.797142857142857,0.0,0,1,1.9000000000000001,0.45
51106,0,0.0,Male,3.0,5,Married,2,0,1.0,1.0,2.0,139.07,1,1,0,1.0,1,139.07,0.5,0,0,1.9000000000000001,0.25
51107,0,19.0,Male,2.0,4,Single,7,0,1.0,1.0,9.0,155.62,1,2,0,0.05,1,7.781000000000001,0.5,0,0,2.0000000000000004,0.25
51108,0,8.0,Male,2.0,3,Married,3,0,0.0,1.0,7.0,168.83,1,1,0,0.1111111111111111,1,18.75888888888889,0.0,0,0,1.5000000000000002,0.25
51109,0,3.0,Male,3.0,1,Married,2,0,0.0,1.0,8.0,128.62,1,1,0,0.25,1,32.155,0.0,0,1,1.8,0.45
51110,0,20.0,Male,2.0,4,Married,8,0,0.0,1.0,0.0,149.78,1,1,0,0.047619047619047616,1,7.132380952380952,0.0,0,0,2.0,0.25
51111,0,19.0,Male,3.0,1,Married,5,1,0.0,1.0,3.0,203.68,1,1,0,0.05,1,10.184000000000001,0.0,0,1,2.1,0.45
